Accident_ID,Accident_Date,Time,Day_of_Week,Sunrise_Sunset,City,State,Country,Area_Type,Junction_Type,Light_Condition,Road_Surface_Type,Road_Condition,Weather,Temperature,Visibility,Wind_Speed,Humidity,Vehicle_Type,No_of_Vehicles,Vehicle_Service_Year,Driver_Age_Band,Driver_Gender,Driving_Experience,Injuries,Fatalities,Casualty_Class,Casualty_Severity,Accident_Severity,Accident_Cause,Alcohol_Involved,Emergency_Response_Time
530,2023-12-11,19:37,Monday,Night,Chennai,MH,India,Highway,None,Unknown,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Bus,1,18,18-25,Male,Beginner,6,0,Unknown,Minor,Fatal,Mechanical Failure,Yes,20
531,2023-04-06,09:59,Thursday,Night,Delhi,TS,India,Urban,Crossroad,Unknown,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Car,5,6,26-35,Male,Beginner,1,2,Passenger,Fatal,Minor,Mechanical Failure,No,19
532,2022-12-02,09:39,Friday,Night,Chennai,MH,India,Urban,Crossroad,Street Light,Concrete,Unknown,Stormy,42.2,3.6,34.1,64,Auto,3,18,46-60,Male,Beginner,3,2,Passenger,Minor,Minor,Drunk Driving,No,45
533,2020-10-11,00:12,Sunday,Night,Kolkata,DL,India,Highway,Unknown,Dark,Gravel,Dry,Clear,42.2,3.6,34.1,64,Car,1,8,36-45,Male,Experienced,3,2,Unknown,Serious,Major,Signal Jump,No,30
534,2021-01-31,23:40,Sunday,Night,Delhi,MH,India,Rural,Unknown,Street Light,Asphalt,Unknown,Clear,42.2,3.6,34.1,64,Bus,3,7,18-25,Male,Intermediate,3,1,Driver,Fatal,Minor,Overspeeding,No,14
535,2020-01-12,21:41,Sunday,Day,Pune,TN,India,Rural,Unknown,Street Light,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Truck,4,2,36-45,Male,Beginner,5,2,Pedestrian,Serious,Major,Signal Jump,Yes,44
536,2023-08-18,14:36,Friday,Night,Bengaluru,KA,India,Urban,Roundabout,Dark,Concrete,Dry,Rainy,42.2,3.6,34.1,64,Truck,4,4,Unknown,Male,Beginner,7,3,Pedestrian,Fatal,Minor,Signal Jump,No,16
537,2023-06-30,21:15,Friday,Night,Bengaluru,WB,India,Urban,Roundabout,Dark,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Car,2,9,Unknown,Male,Beginner,4,2,Unknown,Minor,Minor,Mechanical Failure,No,41
538,2021-05-13,12:21,Thursday,Night,Delhi,MH,India,Urban,Crossroad,Unknown,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Auto,5,16,Unknown,Male,Beginner,4,2,Unknown,Fatal,Minor,Signal Jump,No,18
539,2022-01-23,19:49,Sunday,Day,Hyderabad,KA,India,Urban,Roundabout,Daylight,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Bike,2,19,18-25,Male,Intermediate,2,2,Driver,Serious,Minor,Weather,No,29
540,2020-02-04,10:26,Tuesday,Night,Kolkata,DL,India,Urban,Crossroad,Daylight,Asphalt,Unknown,Stormy,42.2,3.6,34.1,64,Truck,3,10,18-25,Male,Unknown,5,2,Pedestrian,Fatal,Major,Signal Jump,No,34
541,2021-12-27,08:15,Monday,Night,Pune,DL,India,Urban,None,Unknown,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Bike,5,8,36-45,Female,Beginner,1,2,Unknown,Fatal,Minor,Signal Jump,No,57
542,2022-04-28,01:31,Thursday,Night,Bengaluru,TN,India,Highway,T-Junction,Street Light,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Auto,1,16,18-25,Male,Unknown,6,0,Passenger,Minor,Fatal,Mechanical Failure,No,34
543,2020-03-30,01:11,Monday,Day,Kolkata,TN,India,Rural,Crossroad,Daylight,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Car,5,8,18-25,Female,Intermediate,1,3,Unknown,Serious,Major,Signal Jump,No,39
544,2022-02-14,07:08,Monday,Day,Kolkata,MH,India,Rural,Crossroad,Street Light,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Auto,5,4,46-60,Female,Unknown,3,2,Pedestrian,Fatal,Fatal,Drunk Driving,No,19
545,2021-08-27,11:25,Friday,Night,Bengaluru,TS,India,Highway,None,Dark,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Bus,4,13,26-35,Male,Unknown,2,1,Driver,Serious,Minor,Unknown,No,35
546,2022-08-27,08:09,Saturday,Night,Mumbai,DL,India,Highway,Unknown,Dark,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Auto,2,10,60+,Male,Experienced,3,0,Driver,Fatal,Major,Overspeeding,No,42
547,2022-10-18,01:47,Tuesday,Night,Kolkata,KA,India,Rural,Unknown,Unknown,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Car,4,9,46-60,Female,Unknown,7,1,Passenger,Serious,Fatal,Weather,No,55
548,2021-02-21,19:38,Sunday,Night,Bengaluru,TS,India,Rural,Unknown,Street Light,Asphalt,Dry,Unknown,42.2,3.6,34.1,64,Car,4,12,60+,Male,Unknown,6,3,Passenger,Serious,Major,Overspeeding,No,22
549,2020-04-24,01:00,Friday,Day,Mumbai,DL,India,Urban,Crossroad,Unknown,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Auto,2,15,60+,Female,Unknown,4,2,Pedestrian,Serious,Minor,Drunk Driving,No,11
550,2021-09-08,18:59,Wednesday,Night,Bengaluru,MH,India,Rural,Crossroad,Daylight,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Car,4,1,26-35,Male,Beginner,2,3,Passenger,Minor,Minor,Signal Jump,Yes,7
551,2023-05-04,03:23,Thursday,Day,Bengaluru,DL,India,Urban,Roundabout,Daylight,Asphalt,Wet,Clear,42.2,3.6,34.1,64,Bus,5,12,46-60,Male,Beginner,5,2,Pedestrian,Minor,Major,Mechanical Failure,No,9
552,2022-04-05,21:26,Tuesday,Night,Kolkata,TN,India,Urban,Roundabout,Daylight,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Bike,3,14,18-25,Male,Experienced,3,2,Pedestrian,Serious,Major,Overspeeding,No,29
553,2023-01-03,01:30,Tuesday,Day,Hyderabad,KA,India,Rural,T-Junction,Street Light,Concrete,Damaged,Stormy,42.2,3.6,34.1,64,Auto,1,2,26-35,Female,Experienced,7,1,Unknown,Serious,Minor,Signal Jump,No,20
554,2021-02-16,13:01,Tuesday,Day,Hyderabad,KA,India,Urban,T-Junction,Unknown,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Car,1,3,18-25,Male,Unknown,1,3,Passenger,Minor,Major,Overspeeding,Yes,19
555,2023-10-31,14:11,Tuesday,Night,Pune,TN,India,Urban,Roundabout,Unknown,Concrete,Damaged,Foggy,42.2,3.6,34.1,64,Bike,4,6,18-25,Female,Beginner,6,2,Unknown,Fatal,Major,Signal Jump,No,24
556,2023-12-14,04:27,Thursday,Day,Bengaluru,TS,India,Highway,Crossroad,Daylight,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Bus,2,19,Unknown,Female,Unknown,0,3,Unknown,Serious,Minor,Mechanical Failure,No,45
557,2021-12-29,19:38,Wednesday,Night,Pune,TN,India,Rural,None,Unknown,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Auto,5,13,18-25,Female,Beginner,5,2,Pedestrian,Serious,Minor,Unknown,No,26
558,2023-07-24,23:20,Monday,Day,Pune,KA,India,Highway,Roundabout,Dark,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Car,4,8,18-25,Unknown,Experienced,4,3,Pedestrian,Minor,Minor,Drunk Driving,No,39
559,2022-10-17,09:45,Monday,Day,Pune,MH,India,Urban,Crossroad,Dark,Gravel,Wet,Clear,42.2,3.6,34.1,64,Bike,5,4,46-60,Male,Intermediate,3,3,Pedestrian,Fatal,Minor,Overspeeding,Yes,31
560,2022-01-30,13:36,Sunday,Night,Pune,TS,India,Urban,Roundabout,Dark,Gravel,Dry,Foggy,42.2,3.6,34.1,64,Bus,5,19,60+,Male,Intermediate,2,2,Pedestrian,Serious,Minor,Weather,No,16
561,2021-11-06,17:23,Saturday,Night,Delhi,WB,India,Highway,Unknown,Dark,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Truck,1,7,60+,Female,Unknown,2,3,Unknown,Serious,Fatal,Drunk Driving,No,37
562,2023-11-18,13:33,Saturday,Day,Kolkata,DL,India,Highway,Roundabout,Unknown,Asphalt,Wet,Clear,42.2,3.6,34.1,64,Car,3,7,46-60,Female,Experienced,3,2,Driver,Serious,Minor,Unknown,No,28
563,2021-04-01,11:21,Thursday,Day,Kolkata,WB,India,Highway,Unknown,Dark,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Bus,3,1,60+,Female,Beginner,5,2,Driver,Serious,Major,Mechanical Failure,No,30
564,2022-07-08,23:05,Friday,Night,Delhi,MH,India,Urban,Crossroad,Dark,Asphalt,Unknown,Foggy,42.2,3.6,34.1,64,Bike,2,19,Unknown,Male,Unknown,7,2,Driver,Minor,Major,Unknown,No,56
565,2020-07-10,03:44,Friday,Night,Bengaluru,WB,India,Rural,Unknown,Dark,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Auto,3,17,26-35,Male,Unknown,1,0,Pedestrian,Fatal,Minor,Weather,No,42
566,2022-01-08,03:21,Saturday,Night,Delhi,TS,India,Urban,Roundabout,Dark,Concrete,Dry,Rainy,42.2,3.6,34.1,64,Bike,4,8,18-25,Male,Beginner,3,2,Passenger,Fatal,Minor,Signal Jump,No,38
567,2023-01-27,13:15,Friday,Day,Bengaluru,KA,India,Highway,Unknown,Dark,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Auto,1,15,18-25,Male,Unknown,4,3,Driver,Serious,Major,Unknown,No,17
568,2022-09-04,03:55,Sunday,Night,Hyderabad,KA,India,Rural,None,Street Light,Gravel,Damaged,Foggy,42.2,3.6,34.1,64,Bus,1,19,Unknown,Male,Beginner,2,0,Unknown,Fatal,Major,Overspeeding,No,32
569,2022-10-05,00:44,Wednesday,Night,Kolkata,MH,India,Highway,Unknown,Street Light,Gravel,Dry,Rainy,42.2,3.6,34.1,64,Bus,5,7,18-25,Male,Experienced,4,2,Unknown,Fatal,Major,Unknown,No,24
570,2020-04-05,03:19,Sunday,Day,Chennai,WB,India,Urban,Unknown,Dark,Asphalt,Dry,Unknown,42.2,3.6,34.1,64,Bike,4,13,36-45,Male,Experienced,5,3,Pedestrian,Fatal,Major,Weather,Yes,12
571,2021-10-24,17:37,Sunday,Night,Mumbai,TS,India,Rural,T-Junction,Dark,Concrete,Unknown,Stormy,42.2,3.6,34.1,64,Bike,4,1,26-35,Female,Intermediate,5,3,Unknown,Serious,Minor,Unknown,No,54
572,2023-04-28,02:22,Friday,Night,Kolkata,DL,India,Rural,None,Unknown,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Auto,5,7,36-45,Male,Experienced,7,3,Unknown,Fatal,Minor,Drunk Driving,No,58
573,2020-02-06,12:58,Thursday,Night,Delhi,WB,India,Urban,Crossroad,Dark,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Car,5,5,46-60,Male,Beginner,0,0,Driver,Fatal,Major,Unknown,No,20
574,2023-10-24,15:58,Tuesday,Night,Delhi,WB,India,Highway,Unknown,Daylight,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Bike,1,18,36-45,Male,Experienced,6,1,Driver,Serious,Minor,Weather,No,38
575,2020-10-05,04:03,Monday,Day,Hyderabad,DL,India,Highway,None,Street Light,Asphalt,Unknown,Foggy,42.2,3.6,34.1,64,Car,4,8,60+,Male,Experienced,1,1,Unknown,Minor,Minor,Mechanical Failure,Yes,36
576,2020-08-04,20:39,Tuesday,Night,Delhi,TN,India,Highway,Crossroad,Dark,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Car,3,15,60+,Female,Beginner,3,0,Driver,Minor,Minor,Weather,No,52
577,2022-05-16,18:13,Monday,Night,Bengaluru,MH,India,Urban,None,Street Light,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Car,3,18,26-35,Male,Beginner,6,2,Unknown,Minor,Minor,Overspeeding,Yes,34
578,2022-05-22,06:30,Sunday,Night,Bengaluru,TS,India,Highway,T-Junction,Dark,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Bus,1,6,36-45,Female,Experienced,3,1,Unknown,Minor,Minor,Unknown,No,39
579,2023-07-20,13:05,Thursday,Night,Chennai,MH,India,Rural,Crossroad,Daylight,Asphalt,Dry,Clear,42.2,3.6,34.1,64,Bus,3,5,36-45,Female,Unknown,1,1,Driver,Fatal,Major,Overspeeding,No,20
580,2020-03-02,11:15,Monday,Night,Chennai,DL,India,Highway,Crossroad,Dark,Gravel,Dry,Stormy,42.2,3.6,34.1,64,Car,3,11,18-25,Female,Experienced,2,3,Pedestrian,Serious,Fatal,Signal Jump,No,52
581,2021-08-18,16:44,Wednesday,Night,Kolkata,TS,India,Highway,Unknown,Street Light,Concrete,Dry,Clear,42.2,3.6,34.1,64,Car,4,8,26-35,Female,Beginner,3,3,Driver,Minor,Minor,Weather,No,13
582,2021-12-29,22:13,Wednesday,Day,Chennai,KA,India,Rural,Roundabout,Street Light,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Bus,4,9,18-25,Female,Beginner,1,2,Pedestrian,Serious,Minor,Weather,No,58
583,2023-09-27,06:45,Wednesday,Day,Bengaluru,KA,India,Rural,Crossroad,Street Light,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Auto,2,13,26-35,Male,Unknown,3,1,Passenger,Minor,Minor,Mechanical Failure,No,35
584,2021-01-31,14:43,Sunday,Day,Pune,TS,India,Highway,Crossroad,Unknown,Asphalt,Wet,Foggy,42.2,3.6,34.1,64,Truck,4,3,26-35,Female,Unknown,7,3,Unknown,Fatal,Minor,Overspeeding,Yes,23
585,2021-11-29,16:40,Monday,Night,Pune,MH,India,Rural,T-Junction,Street Light,Concrete,Damaged,Foggy,42.2,3.6,34.1,64,Bike,2,3,36-45,Male,Experienced,7,0,Passenger,Serious,Major,Drunk Driving,No,47
586,2022-11-08,21:46,Tuesday,Night,Chennai,MH,India,Urban,T-Junction,Dark,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Car,4,7,Unknown,Male,Experienced,2,2,Unknown,Minor,Minor,Signal Jump,No,38
587,2020-06-25,11:33,Thursday,Night,Chennai,KA,India,Rural,T-Junction,Daylight,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Bus,5,3,18-25,Male,Intermediate,6,3,Driver,Fatal,Minor,Weather,No,20
588,2021-01-30,04:44,Saturday,Day,Bengaluru,KA,India,Urban,Unknown,Daylight,Gravel,Damaged,Foggy,42.2,3.6,34.1,64,Car,4,11,46-60,Male,Beginner,1,3,Passenger,Fatal,Minor,Signal Jump,No,28
589,2021-03-20,19:22,Saturday,Night,Hyderabad,DL,India,Rural,Crossroad,Dark,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Car,2,14,18-25,Female,Experienced,7,3,Passenger,Fatal,Minor,Weather,No,20
590,2023-06-10,07:58,Saturday,Day,Kolkata,TS,India,Urban,T-Junction,Unknown,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Car,3,10,46-60,Female,Beginner,6,0,Unknown,Minor,Minor,Unknown,Yes,19
591,2020-03-16,13:14,Monday,Night,Delhi,MH,India,Urban,T-Junction,Dark,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Car,4,9,60+,Male,Beginner,2,0,Unknown,Serious,Minor,Weather,No,35
592,2020-09-21,10:32,Monday,Night,Kolkata,DL,India,Highway,None,Street Light,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Auto,3,12,26-35,Male,Beginner,3,3,Pedestrian,Minor,Minor,Mechanical Failure,No,56
593,2021-03-30,20:30,Tuesday,Day,Mumbai,MH,India,Rural,None,Unknown,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Bike,3,8,18-25,Male,Unknown,1,2,Pedestrian,Fatal,Major,Weather,Yes,11
594,2021-12-18,02:16,Saturday,Day,Pune,KA,India,Rural,T-Junction,Dark,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Bike,4,12,26-35,Male,Beginner,0,3,Driver,Fatal,Minor,Signal Jump,Yes,48
595,2022-01-04,18:45,Tuesday,Day,Pune,TS,India,Rural,Unknown,Unknown,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Bus,4,9,Unknown,Male,Experienced,3,1,Passenger,Minor,Minor,Signal Jump,No,19
596,2023-11-08,21:22,Wednesday,Day,Bengaluru,TN,India,Urban,Roundabout,Daylight,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Auto,5,18,18-25,Male,Intermediate,1,3,Passenger,Serious,Fatal,Mechanical Failure,No,6
597,2022-04-30,07:12,Saturday,Day,Kolkata,TS,India,Highway,None,Dark,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Auto,2,17,60+,Female,Unknown,0,0,Pedestrian,Minor,Minor,Mechanical Failure,No,43
598,2023-10-22,19:34,Sunday,Day,Bengaluru,WB,India,Rural,None,Dark,Gravel,Unknown,Clear,42.2,3.6,34.1,64,Bike,4,11,18-25,Male,Intermediate,1,1,Driver,Serious,Major,Signal Jump,No,56
599,2020-05-23,04:08,Saturday,Night,Mumbai,TN,India,Highway,Crossroad,Daylight,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Bus,3,2,60+,Male,Experienced,4,0,Passenger,Serious,Minor,Signal Jump,Yes,26
600,2022-06-03,05:24,Friday,Day,Kolkata,DL,India,Highway,Crossroad,Unknown,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Auto,3,19,26-35,Female,Unknown,4,2,Unknown,Minor,Minor,Weather,Yes,28
601,2022-12-28,21:01,Wednesday,Night,Mumbai,TN,India,Urban,T-Junction,Daylight,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Bus,4,14,36-45,Male,Intermediate,1,2,Unknown,Serious,Minor,Overspeeding,No,29
602,2023-01-27,12:04,Friday,Night,Chennai,TN,India,Rural,Crossroad,Unknown,Concrete,Damaged,Foggy,42.2,3.6,34.1,64,Bike,2,3,Unknown,Female,Unknown,6,3,Unknown,Serious,Minor,Signal Jump,Yes,16
603,2021-01-30,07:54,Saturday,Night,Kolkata,DL,India,Highway,Crossroad,Dark,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Car,3,6,46-60,Male,Beginner,1,2,Passenger,Fatal,Fatal,Drunk Driving,No,56
604,2022-11-14,00:19,Monday,Night,Mumbai,TS,India,Rural,Roundabout,Unknown,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Auto,5,4,26-35,Female,Experienced,4,1,Driver,Fatal,Major,Overspeeding,Yes,55
605,2022-08-05,11:22,Friday,Night,Delhi,DL,India,Rural,Unknown,Unknown,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Bus,3,12,Unknown,Male,Experienced,3,0,Pedestrian,Fatal,Minor,Drunk Driving,No,18
606,2022-06-09,10:38,Thursday,Day,Delhi,WB,India,Rural,T-Junction,Street Light,Gravel,Dry,Foggy,42.2,3.6,34.1,64,Car,2,2,Unknown,Female,Experienced,4,3,Pedestrian,Fatal,Major,Overspeeding,No,38
607,2024-02-01,14:53,Thursday,Day,Pune,KA,India,Highway,Roundabout,Street Light,Gravel,Dry,Foggy,42.2,3.6,34.1,64,Bike,1,6,36-45,Female,Beginner,4,2,Pedestrian,Serious,Major,Signal Jump,Yes,50
608,2023-03-20,23:10,Monday,Day,Delhi,KA,India,Urban,T-Junction,Street Light,Asphalt,Unknown,Foggy,42.2,3.6,34.1,64,Truck,5,5,26-35,Female,Beginner,5,0,Unknown,Serious,Fatal,Mechanical Failure,No,24
609,2023-03-13,21:25,Monday,Night,Kolkata,TN,India,Urban,Unknown,Daylight,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Auto,5,5,26-35,Male,Beginner,4,0,Passenger,Fatal,Minor,Mechanical Failure,No,18
610,2021-07-22,15:34,Thursday,Day,Delhi,DL,India,Highway,T-Junction,Daylight,Gravel,Dry,Rainy,42.2,3.6,34.1,64,Auto,1,8,18-25,Female,Experienced,7,2,Passenger,Minor,Minor,Signal Jump,Yes,22
611,2022-11-28,19:45,Monday,Night,Delhi,DL,India,Rural,Crossroad,Street Light,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Bus,5,5,60+,Female,Beginner,2,3,Pedestrian,Fatal,Major,Overspeeding,No,39
612,2020-04-18,02:00,Saturday,Night,Chennai,DL,India,Rural,Unknown,Dark,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Bike,5,8,60+,Male,Experienced,3,0,Pedestrian,Minor,Fatal,Signal Jump,Yes,21
613,2022-12-01,20:46,Thursday,Night,Pune,WB,India,Urban,Roundabout,Dark,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Bike,5,1,18-25,Female,Unknown,2,3,Passenger,Minor,Major,Overspeeding,No,52
614,2023-04-24,00:16,Monday,Night,Bengaluru,WB,India,Highway,Roundabout,Dark,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Auto,3,9,18-25,Male,Unknown,3,0,Pedestrian,Fatal,Minor,Unknown,No,49
615,2022-07-23,01:28,Saturday,Day,Pune,TS,India,Highway,None,Daylight,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Auto,3,14,26-35,Male,Beginner,2,3,Passenger,Minor,Minor,Signal Jump,No,27
616,2021-02-01,19:05,Monday,Day,Pune,MH,India,Urban,Roundabout,Unknown,Gravel,Wet,Clear,42.2,3.6,34.1,64,Bus,4,2,60+,Female,Beginner,5,3,Unknown,Minor,Minor,Unknown,No,26
617,2023-05-31,07:28,Wednesday,Day,Pune,MH,India,Highway,None,Daylight,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Bus,4,11,26-35,Female,Beginner,2,2,Pedestrian,Fatal,Fatal,Drunk Driving,No,53
618,2021-09-25,15:50,Saturday,Day,Mumbai,MH,India,Highway,Crossroad,Street Light,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Truck,3,4,36-45,Female,Unknown,1,0,Pedestrian,Serious,Major,Unknown,No,35
619,2023-03-02,00:02,Thursday,Day,Bengaluru,TS,India,Urban,Roundabout,Unknown,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Car,5,4,36-45,Unknown,Beginner,7,2,Passenger,Minor,Minor,Signal Jump,Yes,33
620,2023-04-01,02:04,Saturday,Night,Mumbai,DL,India,Urban,Unknown,Dark,Asphalt,Wet,Rainy,42.2,3.6,34.1,64,Bus,2,17,18-25,Unknown,Unknown,4,1,Driver,Fatal,Minor,Overspeeding,No,29
621,2023-05-23,11:11,Tuesday,Day,Chennai,MH,India,Highway,None,Daylight,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Car,1,16,60+,Female,Intermediate,5,3,Pedestrian,Serious,Major,Weather,Yes,36
622,2022-01-02,19:44,Sunday,Night,Chennai,DL,India,Highway,Roundabout,Daylight,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Auto,4,7,36-45,Female,Beginner,6,0,Driver,Serious,Minor,Unknown,Yes,35
623,2020-08-22,19:08,Saturday,Night,Hyderabad,TN,India,Urban,Crossroad,Street Light,Concrete,Wet,Clear,42.2,3.6,34.1,64,Truck,5,12,60+,Male,Intermediate,5,2,Driver,Serious,Major,Mechanical Failure,Yes,10
624,2021-10-19,06:03,Tuesday,Night,Hyderabad,MH,India,Urban,Unknown,Dark,Asphalt,Dry,Stormy,42.2,3.6,34.1,64,Truck,4,17,60+,Male,Experienced,1,1,Pedestrian,Serious,Minor,Weather,No,41
625,2022-01-20,18:53,Thursday,Day,Chennai,TN,India,Rural,Unknown,Daylight,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Truck,2,5,46-60,Female,Experienced,1,3,Pedestrian,Serious,Major,Signal Jump,No,21
626,2021-08-10,18:37,Tuesday,Night,Chennai,TS,India,Highway,Crossroad,Daylight,Gravel,Dry,Unknown,42.2,3.6,34.1,64,Bike,5,8,36-45,Male,Unknown,1,0,Driver,Minor,Minor,Overspeeding,No,51
627,2022-10-29,12:42,Saturday,Night,Mumbai,KA,India,Highway,Roundabout,Unknown,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Auto,3,5,36-45,Unknown,Unknown,0,2,Driver,Serious,Major,Mechanical Failure,No,35
628,2023-01-02,12:12,Monday,Day,Chennai,WB,India,Urban,T-Junction,Daylight,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Bike,2,11,26-35,Female,Unknown,5,0,Pedestrian,Minor,Major,Signal Jump,Yes,25
629,2022-08-11,21:27,Thursday,Night,Kolkata,TS,India,Urban,Roundabout,Unknown,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Bike,4,19,26-35,Male,Intermediate,3,3,Passenger,Fatal,Minor,Weather,No,6
630,2021-05-06,19:46,Thursday,Night,Bengaluru,TS,India,Rural,None,Daylight,Concrete,Wet,Clear,42.2,3.6,34.1,64,Truck,5,19,Unknown,Female,Experienced,1,1,Pedestrian,Fatal,Major,Mechanical Failure,No,11
631,2022-07-01,20:44,Friday,Night,Mumbai,TS,India,Rural,None,Dark,Asphalt,Unknown,Rainy,42.2,3.6,34.1,64,Bike,5,4,60+,Male,Unknown,1,3,Unknown,Fatal,Minor,Signal Jump,No,31
632,2023-06-30,21:42,Friday,Day,Chennai,MH,India,Urban,Roundabout,Street Light,Concrete,Unknown,Foggy,42.2,3.6,34.1,64,Auto,1,11,18-25,Male,Unknown,0,0,Unknown,Serious,Minor,Mechanical Failure,No,26
633,2023-06-07,18:07,Wednesday,Night,Mumbai,TN,India,Highway,None,Dark,Asphalt,Unknown,Foggy,42.2,3.6,34.1,64,Auto,1,19,26-35,Female,Beginner,7,3,Passenger,Fatal,Minor,Drunk Driving,No,8
634,2023-04-12,19:07,Wednesday,Night,Mumbai,WB,India,Rural,T-Junction,Street Light,Concrete,Unknown,Stormy,42.2,3.6,34.1,64,Bike,1,5,26-35,Male,Intermediate,0,2,Driver,Minor,Minor,Mechanical Failure,No,31
635,2023-04-06,09:25,Thursday,Day,Delhi,MH,India,Urban,T-Junction,Daylight,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Auto,3,2,Unknown,Female,Intermediate,4,0,Driver,Minor,Minor,Drunk Driving,No,55
636,2020-06-18,15:50,Thursday,Day,Hyderabad,KA,India,Urban,Unknown,Dark,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Car,5,19,Unknown,Male,Experienced,7,0,Driver,Serious,Minor,Unknown,No,49
637,2023-11-17,22:42,Friday,Night,Mumbai,WB,India,Urban,None,Unknown,Gravel,Dry,Rainy,42.2,3.6,34.1,64,Bike,5,17,60+,Female,Experienced,7,0,Unknown,Serious,Major,Mechanical Failure,No,36
638,2022-08-03,12:27,Wednesday,Day,Pune,TS,India,Highway,Roundabout,Street Light,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Truck,4,18,Unknown,Female,Unknown,1,1,Pedestrian,Fatal,Minor,Mechanical Failure,No,25
639,2022-03-05,08:19,Saturday,Day,Kolkata,DL,India,Urban,Unknown,Street Light,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Truck,3,15,36-45,Female,Intermediate,3,1,Passenger,Serious,Major,Mechanical Failure,No,39
640,2021-09-25,23:18,Saturday,Day,Kolkata,KA,India,Urban,T-Junction,Daylight,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Auto,1,16,26-35,Female,Experienced,1,0,Pedestrian,Serious,Minor,Drunk Driving,No,13
641,2023-05-02,15:38,Tuesday,Day,Mumbai,TN,India,Highway,Unknown,Street Light,Concrete,Wet,Clear,42.2,3.6,34.1,64,Auto,5,12,18-25,Male,Intermediate,4,1,Driver,Fatal,Major,Signal Jump,No,32
